title:"Real-Time Physiological Correction Ratio between Fluorescence and Chlorophyll-a Dataset"
summary:"Dataset containing the climatological physiological correction ratio between fluorescence and chlorophyll-a, at global scale and on a regular 1�x1� grid."
institution:"Sorbonne Universite/CNRS"
source:"SOCA-based climatologies of fluorescence and light (Sauzede et al., 2016; Renosh et al., 2023; Sauzede et al., 2025)"
37,-144,2.4746904779172025,0.7098823744773979
37,-143,2.5256372579942523,0.7467904174017777
37,-142,2.4812546262445103,0.7372026112624064
37,-141,2.440681524845,0.7241616762516417
37,-140,2.501128234451762,0.7709892360976982
37,-139,2.566509926708113,0.8707321672385628
37,-138,2.58403286273018,0.9294833648068404
37,-137,2.588129897889576,0.9180863109206536
37,-136,2.5656275187902446,0.848122733373051
37,-135,2.4167046291608454,0.5816403749596162
37,-134,2.3988799428583087,0.5283491034567958
37,-133,2.4586588899776367,0.6714743093275726
37,-132,2.3932102114071663,0.6120353706323092
37,-131,2.2878278341725435,0.4552510148699529
37,-130,2.2426912815753295,0.36620381364304583
37,-129,2.2038103738770425,0.2962514893894539
37,-128,2.1080459793989488,0.24494421619706025
37,-127,2.034961188610169,0.222507378009448
37,-126,1.8619592672051115,0.20464379101895
37,-125,1.5704636508127527,0.17237945535998123
37,-124,1.2701235918063467,0.16883242026690523
37,-123,1.0981921001487407,0.213612849426403
37,-122,0.993306070660358,0.2993879217236994
37,-121,,
37,-120,,
37,-119,,
37,-118,,
37,-117,,
37,-116,,
37,-115,,
37,-114,,
37,-113,,
37,-112,,
37,-111,,
37,-110,,
37,-109,,
37,-108,,
37,-107,,
37,-106,,
37,-105,,
37,-104,,
37,-103,,
37,-102,,
37,-101,,
37,-100,,
37,-99,,
37,-98,,
37,-97,,
37,-96,,
37,-95,,
37,-94,,
37,-93,,
37,-92,,
37,-91,,
37,-90,,
37,-89,,
37,-88,,
37,-87,,
37,-86,,
37,-85,,
37,-84,,
37,-83,,
37,-82,,
37,-81,,
37,-80,,
37,-79,,
37,-78,,
37,-77,,
37,-76,1.2605411098520303,0.23601493941887297
37,-75,1.2605411098520303,0.23601493941887297
37,-74,1.319761147269659,0.23958359182197156
37,-73,1.2959390882311623,0.17178692727141887
37,-72,1.1967348349104692,0.15587800390713782
37,-71,1.1942307305760111,0.15336905555970293
37,-70,1.257964479981554,0.21473588948896272
37,-69,1.3197612569318424,0.28878464557178485
37,-68,1.3740874808217656,0.32471901641361056
37,-67,1.3889168740287772,0.3270116939043575
37,-66,1.3927850914683955,0.35327501834298825
37,-65,1.403934173407745,0.38844300407274834
37,-64,1.4206234911054172,0.41424932881683446
37,-63,1.4205642394742797,0.4088224911296596
37,-62,1.403413818911858,0.41418835246888086
37,-61,1.391518062275232,0.42634436826987177
37,-60,1.3778818108883,0.4510361795490295
37,-59,1.3675436104743148,0.4444417007529364
37,-58,1.342775516372209,0.4245769865664777
37,-57,1.3221623845462351,0.4115297082779744
37,-56,1.3218749316163598,0.43957438914429775
37,-55,1.3380166697157507,0.473542098825207
37,-54,1.3508689603643331,0.48310641385141145
37,-53,1.3564785012514653,0.4799084161855668
37,-52,1.356147864161482,0.46843010960544823
37,-51,1.34706788160331,0.471269878619896
37,-50,1.3511118949167171,0.49494888435537776
37,-49,1.3469023709287247,0.4936511088034443
37,-48,1.3584460876366116,0.4924164773902496
37,-47,1.3763060257904884,0.494482135352637
37,-46,1.3743291040551449,0.5099242009727457
37,-45,1.3530332321733507,0.5042614461778973
37,-44,1.337518713002226,0.5056063160736781
37,-43,1.3252003302544115,0.49246101800216346
37,-42,1.3266097369195204,0.48671287724431633
37,-41,1.3381936301797572,0.4926744449160455
37,-40,1.3429531665278711,0.5102708808791909
37,-39,1.3377007606552218,0.5214566802054517
37,-38,1.3303567812263575,0.5189894352084428
37,-37,1.3319760856282803,0.4958097636043688
37,-36,1.3289140652111584,0.48098883172917767
37,-35,1.32934750423387,0.48661315576941994
37,-34,1.3412680790852092,0.4979497563013807
37,-33,1.3566945949660985,0.5082381260048686
37,-32,1.35274948022927,0.5075469528095482
37,-31,1.3391599026405798,0.49188602795684216
37,-30,1.3519057318715175,0.49988202365620343
37,-29,1.37328106089068,0.4926021204584642
37,-28,1.3943761243190016,0.4926176611631363
37,-27,1.4078441163647903,0.4978728145589148
37,-26,1.4056477268730208,0.47930060380651696
37,-25,1.3926022787613144,0.45913265658328833
37,-24,1.4152739962949814,0.4860372976048539
37,-23,1.4432838649895938,0.5123000833597702
37,-22,1.4594022924109855,0.5140401590894855
37,-21,1.4559208629999871,0.5049581895618511
37,-20,1.4512466925425827,0.519720690622065
37,-19,1.4485666111630295,0.5195586100958736
37,-18,1.4741590417733803,0.5161234289438407
37,-17,1.4890688746434495,0.5243425608200531
37,-16,1.497156530039077,0.5299564996473641
37,-15,1.5134928912705727,0.5355280479717616
37,-14,1.5409862262278948,0.5489962166409009
37,-13,1.5344173066562827,0.5318200340929449
37,-12,1.5465512767313547,0.5176159248397136
37,-11,1.5567025672729689,0.5158454431466812
37,-10,1.5326270732976977,0.47643545899578255
37,-9,1.5123842544784523,0.4487534527336056
37,-8,1.4064985942778807,0.4210441430455035
37,-7,1.4064985942778807,0.4210441430455035
37,-6,1.141899920993706,0.18913716863580424
37,-5,1.141899920993706,0.18913716863580424
37,-4,1.141899920993706,0.18913716863580424
37,-3,1.0700615197385634,0.11117895363001278
37,-2,1.0700615197385634,0.11117895363001278
37,-1,1.181007716057202,0.11260883241581925
37,0,1.236539832521291,0.13101922776766153
37,1,1.2570010867530548,0.15382963577034944
37,2,1.3225874650900051,0.1876923018953088
37,3,1.3244704961735358,0.2061449625765361
37,4,1.3807681122306417,0.20812150426720324
37,5,1.426249284176812,0.23800734097388557
37,6,1.4662609730104503,0.28701632911183134
37,7,1.5021007192168616,0.34360460189061903
37,8,1.5275636264179675,0.37864895985345526
37,9,1.5275636264179675,0.37864895985345526
37,10,1.379148563400576,0.3022739483566047
37,11,1.3630916663959165,0.18283335776199272
37,12,1.3630916663959165,0.18283335776199272
37,13,1.340978820234115,0.1925241045554159
37,14,1.2051240565343224,0.17085220908871107
37,15,1.2051240565343224,0.17085220908871107
37,16,1.3090048484873396,0.19894399984106487
37,17,1.3702577540216687,0.23039460363263023
37,18,1.4152844884998863,0.2428298366364052
37,19,1.423876851532912,0.2130585563000637
37,20,1.422900853769764,0.19486665864892627
37,21,1.4511653525502899,0.21861002359166884
37,22,1.4684486216356465,0.23218584631021807
37,23,1.4684486216356465,0.23218584631021807
37,24,1.4966936957679347,0.21164565169216945
37,25,1.4966936957679347,0.21164565169216945
37,26,1.5555168276369529,0.23032088176115337
37,27,1.56572704640279,0.22321859453128332
37,28,1.5011032386156185,0.17076389421082153
37,29,1.4838801278322693,0.15983489385441368
37,30,,
37,31,1.5113530129922759,0.17319117257461164
37,32,1.5263658493755996,0.20573815296053144
37,33,,
37,34,1.54787969607798,0.247913284810461
37,35,1.4965285673424271,0.1573874494337237
37,36,1.5383684942327884,0.23542116560818016
37,37,,
37,38,,
37,39,,
37,40,,
37,41,,
37,42,,
37,43,,
37,44,,
37,45,,
37,46,,
37,47,,
37,48,,
37,49,0.72,0.5
37,50,0.72,0.5
37,51,0.72,0.5
37,52,0.72,0.5
37,53,0.72,0.5
37,54,0.9773132530888654,0.33450127408497804
37,55,0.9773132530888654,0.33450127408497804
37,56,,
37,57,,
37,58,,
37,59,,
37,60,,
37,61,,
37,62,,
37,63,,
37,64,,
37,65,,
37,66,,
37,67,,
37,68,,
37,69,,
37,70,,
37,71,,
37,72,,
37,73,,
37,74,,
37,75,,
37,76,,
37,77,,
37,78,,
37,79,,
37,80,,
37,81,,
37,82,,
37,83,,
37,84,,
37,85,,
37,86,,
37,87,,
37,88,,
37,89,,
37,90,,
37,91,,
37,92,,
37,93,,
37,94,,
37,95,,
37,96,,
37,97,,
37,98,,
37,99,,
37,100,,
37,101,,
37,102,,
37,103,,
37,104,,
37,105,,
37,106,,
37,107,,
37,108,,
37,109,,
37,110,,
37,111,,
37,112,,
37,113,,
37,114,,
37,115,,
37,116,,
37,117,,
37,118,,
37,119,1.5247430793824155,0.37047255254975264
37,120,1.5247430793824155,0.37047255254975264
37,121,1.5247430793824155,0.37047255254975264
37,122,1.5247430793824155,0.37047255254975264
37,123,1.5247430793824155,0.37047255254975264
37,124,1.5247430793824155,0.37047255254975264
37,125,1.5247430793824155,0.37047255254975264
37,126,1.5247430793824155,0.37047255254975264
37,127,,
37,128,,
37,129,1.5076669395823277,0.39433171538765616
37,130,1.5076669395823277,0.39433171538765616
37,131,1.6419594602498964,0.38502773500516535
37,132,1.7234559730632895,0.34027056893312224
37,133,1.6217980539191648,0.33474261976421704
37,134,1.6217980539191648,0.33474261976421704
37,135,1.6390674653136759,0.3230912338143598
37,136,1.613678181196511,0.2697516561235785
37,137,1.613678181196511,0.2697516561235785
37,138,1.6266788254698847,0.28222740810846664
37,139,1.6266788254698847,0.28222740810846664
37,140,,
37,141,2.119766000148169,0.4346930030228855
37,142,2.119766000148169,0.4346930030228855
37,143,2.142029016728196,0.4795209536914301
37,144,2.208049927714204,0.5452786940979539
37,145,2.27321609249124,0.5816764617625985
37,146,2.362452395410917,0.5878285927018112
37,147,2.35182158496406,0.5957912636693607
37,148,2.3517480820547214,0.5899610248717687
37,149,2.4007439402918767,0.6384105770928423
37,150,2.410939539754911,0.6700357964120166
37,151,2.3889827685911955,0.7087415117574141
37,152,2.385127430366988,0.6968257387439408
37,153,2.481888712648334,0.7114609387858671
37,154,2.5099372362151855,0.6874266122777694
37,155,2.505161355826674,0.6715360444023023
37,156,2.5022575306894432,0.698129656355877
37,157,2.48437520031467,0.7060465157712791
37,158,2.4859688861300544,0.7034877032956964
37,159,2.481278454270667,0.7347611642771817
37,160,2.4528908399956144,0.7186166563292952
37,161,2.492328229356443,0.7211876049568852
37,162,2.50818092105096,0.7205142613804671
37,163,2.534249067948916,0.7390297160566177
37,164,2.578679963979215,0.7956604923413102
37,165,2.566277297285225,0.7959517899534174
37,166,2.5558020205860377,0.761986863636366
37,167,2.5231465701282536,0.7711965708229864
37,168,2.536183753948075,0.7618981821993499
37,169,2.5366063369779708,0.7523256565241171
37,170,2.5420550008882046,0.7701818647769294
37,171,2.521989720503441,0.7607025764412998
37,172,2.514320089470579,0.7452468784665226
37,173,2.4944250181414738,0.7441578427527422
37,174,2.48633667360781,0.7834635106072718
37,175,2.5332265242612673,0.8198383992824813
37,176,2.605580664580874,0.8631382521640909
37,177,2.5919474202171644,0.8622352960338072
37,178,2.5266362335661983,0.8330369938152102
37,179,2.4644985747776156,0.7882100613125651
38,-180,2.564820639505321,0.7301106445889805
38,-179,2.609806863723975,0.7711685642347357
38,-178,2.623580453198248,0.7821198016030586
38,-177,2.6135930011199786,0.7732597830966189
38,-176,2.6549328279844335,0.8154602084632846
38,-175,2.7038752345165733,0.8198895958340094
38,-174,2.719551043196236,0.8425971366714513
38,-173,2.6909963508127124,0.8313227064812004
38,-172,2.6537008382742084,0.7852883619700418
38,-171,2.6450629933763183,0.7751889389335412
38,-170,2.650705743597161,0.7615265460034238
38,-169,2.6296985750112687,0.760816641741481
38,-168,2.601466326676188,0.7817811261326874
38,-167,2.600504728933374,0.7496856696096604
38,-166,2.5772592204652622,0.6902314285164162
38,-165,2.5932900642390706,0.6767139875903381
38,-164,2.607425567235284,0.6993310839003901
38,-163,2.5808893278068994,0.7055576948639942
38,-162,2.58057886156524,0.7190162259660124
38,-161,2.5621606792313982,0.7147807938529487
38,-160,2.5322570300555047,0.6950708077325696
38,-159,2.522866773191935,0.6862443945530131
38,-158,2.526980415345569,0.6659073448513213
38,-157,2.5416895348960207,0.6191547936338638
38,-156,2.532689423019547,0.6341768976960644
38,-155,2.504947660022262,0.6563306345524164
38,-154,2.508164017030376,0.6456171263162737
38,-153,2.5357092536948085,0.6197213071614022
38,-152,2.51659601463442,0.6139368717201694
38,-151,2.5441413552416337,0.6036305237719781
38,-150,2.532748881080383,0.5699001097867966
38,-149,2.5442617498970383,0.5612377008866312
38,-148,2.536031503421296,0.5686435385068858
38,-147,2.472927365535961,0.5710394754775995
38,-146,2.4304000187214623,0.5651508079368983
38,-145,2.4639558749559294,0.5540456916882135
38,-144,2.467101754289196,0.5228338850500763
38,-143,2.445200108806987,0.539571835282306
38,-142,2.3996092204950417,0.5406042054020377
38,-141,2.406097899872759,0.5059189973480637
38,-140,2.4708285770769702,0.5127154583381505
38,-139,2.5242127477761,0.5425499343204356
38,-138,2.5237621717880105,0.5982271049973201
38,-137,2.581403330807752,0.6841370309764688
38,-136,2.6345867909074787,0.7040919860797652
38,-135,2.586026587748063,0.5737432749266131
38,-134,2.5152147492202337,0.5379910362857021
38,-133,2.4506528952553164,0.559249050994896
38,-132,2.367042294984116,0.4639030078999719
38,-131,2.3076403630044102,0.3679328566195623
38,-130,2.275315878652428,0.3434884250898725
38,-129,2.1643771233516573,0.24526252575277316
38,-128,2.03133722530898,0.1363237834933722
38,-127,1.9151762139525488,0.13765006227986287
38,-126,1.706857368903296,0.1744057805895275
38,-125,1.357666369869858,0.1825671083164552
38,-124,1.03773564483781,0.19677723276514117
38,-123,0.8876571650858238,0.2506389302516406
38,-122,,
38,-121,,
38,-120,,
38,-119,,
38,-118,,
38,-117,,
38,-116,,
38,-115,,
38,-114,,
38,-113,,
38,-112,,
38,-111,,
38,-110,,
38,-109,,
38,-108,,
38,-107,,
38,-106,,
38,-105,,
38,-104,,
38,-103,,
38,-102,,
38,-101,,
38,-100,,
38,-99,,
38,-98,,
38,-97,,
38,-96,,
38,-95,,
38,-94,,
38,-93,,
38,-92,,
38,-91,,
38,-90,,
38,-89,,
38,-88,,
38,-87,,
38,-86,,
38,-85,,
38,-84,,
38,-83,,
38,-82,,
38,-81,,
38,-80,,
38,-79,,
38,-78,,
38,-77,,
38,-76,1.3178666228328533,0.3259909541634967
38,-75,1.3178666228328533,0.3259909541634967
38,-74,1.3178666228328533,0.3259909541634967
38,-73,1.4042465001588835,0.2485011214368276
38,-72,1.4553779169481331,0.2721474870210685
38,-71,1.367249637629882,0.21501994323437615
38,-70,1.3125372288657566,0.18977539923416
38,-69,1.3652562476812813,0.26451609273596854
38,-68,1.3831040861808823,0.315840343702092
38,-67,1.3470516246821842,0.31227649316582273
38,-66,1.3239185212578248,0.30144989599182614
38,-65,1.3342859930219346,0.32278549666264666
38,-64,1.36155357143326,0.35530532139765303
38,-63,1.417565402295327,0.3745969644884293
38,-62,1.439413917382299,0.3810534248386333
38,-61,1.4323972547737829,0.3671427205896949
38,-60,1.4617646633607686,0.4080044377247728
38,-59,1.4501516074946748,0.43583810581406446
38,-58,1.4398507335415391,0.4324306587674288
38,-57,1.4335979182956646,0.4137235643528163
38,-56,1.414567391649141,0.407087747482244
38,-55,1.4192102273095963,0.4090547702684202
38,-54,1.377000762856525,0.3801066475458101
38,-53,1.3679881149137194,0.37890961270554013
38,-52,1.3843808601925662,0.38821791059394933
38,-51,1.4034868549781243,0.41870226556767215
38,-50,1.4165116384393128,0.45370819391647366
38,-49,1.42747202333598,0.4666517198275262
38,-48,1.44879420387712,0.4954047098293268
38,-47,1.4671722465013664,0.5213759682395159
38,-46,1.4451463880337607,0.5132772049479528
38,-45,1.4318549786563373,0.517600966041095
38,-44,1.4056638804367247,0.5056046532825561
38,-43,1.3796351206780584,0.49660376769012976
38,-42,1.369445242983535,0.48061541357639653
38,-41,1.3688846330803772,0.4765411213288736
38,-40,1.3873598059568095,0.5198824932896802
38,-39,1.3714093406634305,0.5181943856334752
38,-38,1.36947340072535,0.4909014387693761
38,-37,1.3869058717249785,0.4891899436249357
38,-36,1.392812259261448,0.481778336395682
38,-35,1.385971205199679,0.48332070899950946
38,-34,1.3855085363108477,0.4940662880564644
38,-33,1.3998055804893597,0.49836383828759334
38,-32,1.4269273587778073,0.5127296920732476
38,-31,1.4557832499579744,0.5289087789173312
38,-30,1.4659023213291515,0.5188810839053337
38,-29,1.454891544554313,0.4900413920991816
38,-28,1.4605483048513512,0.4728585141981321
38,-27,1.4858088781502052,0.48703584087779256
38,-26,1.4968677783376612,0.5122860985731026
38,-25,1.462974916387398,0.4908472546328932
38,-24,1.4652738572750428,0.48792157343224296
38,-23,1.478502600531118,0.5149607169706405
38,-22,1.4821310114370239,0.503410571091576
38,-21,1.4739462532637333,0.5022155292695073
38,-20,1.4903330150040317,0.5328303452213193
38,-19,1.5070578941016608,0.5436394578522015
38,-18,1.5189596738121478,0.5359006524221392
38,-17,1.5464623031447615,0.5485538661702514
38,-16,1.5604727156554583,0.5562588677099833
38,-15,1.5756101728221914,0.5569045891016153
38,-14,1.5980412246313411,0.5606608047841328
38,-13,1.5867036781885668,0.5480636511047393
38,-12,1.6141226039112613,0.5457754850425377
38,-11,1.6189661910075013,0.5072683161979766
38,-10,1.6053199168947505,0.4698736470820248
38,-9,1.5123842544784523,0.4487534527336056
38,-8,,
38,-7,,
38,-6,,
38,-5,,
38,-4,,
38,-3,,
38,-2,,
38,-1,1.181007716057202,0.11260883241581925
38,0,1.2663638638517816,0.16035224523460123
38,1,1.3161158506481945,0.19200773720786757
38,2,1.4022377476153511,0.2119798804562604
38,3,1.4226997237461432,0.20928549625446047
38,4,1.4455721743090195,0.1990520534776641
38,5,1.4596941496771985,0.2093005906428569
38,6,1.486868482153663,0.26885395293007364
38,7,1.5252120291634532,0.3205149691803236
38,8,1.5258371595595912,0.3268809309555183
38,9,1.4548989948441384,0.3043314519349537
38,10,1.379148563400576,0.3022739483566047
38,11,1.3630916663959165,0.18283335776199272
38,12,1.3630916663959165,0.18283335776199272
38,13,1.340978820234115,0.1925241045554159
38,14,1.3750542196813331,0.2518040741327252
38,15,1.2974107464479343,0.2329331405406572
38,16,1.298926954539215,0.226877043233414
38,17,1.3311697143770789,0.23442294216000076
38,18,1.3799099351063688,0.2380330045792237
38,19,1.4077448766467564,0.23840578187564487
38,20,1.415182258907569,0.2355858137577728
38,21,1.429055357332846,0.26223106166465354
38,22,1.4684486216356465,0.23218584631021807
38,23,1.4684486216356465,0.23218584631021807
38,24,1.4966936957679347,0.21164565169216945
38,25,1.4966936957679347,0.21164565169216945
38,26,1.5555168276369529,0.23032088176115337
38,27,1.56572704640279,0.22321859453128332
38,28,1.5011032386156185,0.17076389421082153
38,29,,
38,30,,
38,31,,
38,32,,
38,33,,
38,34,,
38,35,,
38,36,,
38,37,,
38,38,,
38,39,,
38,40,,
38,41,,
38,42,,
38,43,,
38,44,,
38,45,,
38,46,,
38,47,,
38,48,,
38,49,0.72,0.5
38,50,0.72,0.5
38,51,0.72,0.5
38,52,0.72,0.5
38,53,0.72,0.5
38,54,0.72,0.5
38,55,0.9773132530888654,0.33450127408497804
38,56,,
38,57,,
38,58,,
38,59,,
38,60,,
38,61,,
38,62,,
38,63,,
38,64,,
38,65,,
38,66,,
38,67,,
38,68,,
38,69,,
38,70,,
38,71,,
38,72,,
38,73,,
38,74,,
38,75,,
38,76,,
38,77,,
38,78,,
38,79,,
38,80,,
38,81,,
38,82,,
38,83,,
38,84,,
38,85,,
38,86,,
38,87,,
38,88,,
38,89,,
38,90,,
38,91,,
38,92,,
38,93,,
38,94,,
38,95,,
38,96,,
38,97,,
38,98,,
38,99,,
38,100,,
38,101,,
38,102,,
38,103,,
38,104,,
38,105,,
38,106,,
38,107,,
38,108,,
38,109,,
38,110,,
38,111,,
38,112,,
38,113,,
38,114,,
38,115,,
38,116,,
38,117,,
38,118,1.5247430793824155,0.37047255254975264
38,119,1.5247430793824155,0.37047255254975264
38,120,1.5247430793824155,0.37047255254975264
38,121,1.5247430793824155,0.37047255254975264
38,122,1.5247430793824155,0.37047255254975264
38,123,1.5247430793824155,0.37047255254975264
38,124,1.5247430793824155,0.37047255254975264
38,125,1.5247430793824155,0.37047255254975264
38,126,1.5247430793824155,0.37047255254975264
38,127,,
38,128,1.5247430793824155,0.37047255254975264
38,129,1.5247430793824155,0.37047255254975264
38,130,1.5853248767828931,0.357600255512262
38,131,1.6635751399660896,0.35884065806573046
38,132,1.7389737358409987,0.35873709432568407
38,133,1.750969567621269,0.37525983867668194
38,134,1.6525647584298937,0.34990472025448294
38,135,1.6754757185510156,0.30730945640165525
38,136,1.674566214943298,0.2748422226228065
38,137,1.649108962759156,0.27769260072725965
38,138,1.6266788254698847,0.28222740810846664
38,139,1.6266788254698847,0.28222740810846664
38,140,1.6266788254698847,0.28222740810846664
38,141,2.119766000148169,0.4346930030228855
38,142,2.119766000148169,0.4346930030228855
38,143,2.206818777763293,0.4291378271968025
38,144,2.229307832526316,0.4854739815819411
38,145,2.2803801005539857,0.5386039406506633
38,146,2.3417175171672056,0.5502612057662607
38,147,2.4225189143718806,0.6022259215600845
38,148,2.4706298925824175,0.59119261468619
38,149,2.5046406253758198,0.5952687589765302
38,150,2.449069522781,0.6043091713716227
38,151,2.442317516246906,0.6486708421665637
38,152,2.4261607248500514,0.6704884733565242
38,153,2.4833858031270113,0.6686220159057167
38,154,2.5155551755093386,0.643107380340832
38,155,2.4924548114233325,0.6371712142255779
38,156,2.4914576519798426,0.6637720787781862
38,157,2.51212388737198,0.6691383630321732
38,158,2.540602815541155,0.6581701096235546
38,159,2.518691815546118,0.6546565241298398
38,160,2.5409330423218064,0.6821317536624653
38,161,2.560523575292729,0.7100674873940441
38,162,2.5537350035195345,0.6966335880491933
38,163,2.5605436981636567,0.6994458318531177
38,164,2.564551131621246,0.6973485801708379
38,165,2.5987553119580906,0.7449520314718385
38,166,2.615264790895723,0.7338602548524763
38,167,2.5845140667449407,0.724682571359271
38,168,2.5810020973082235,0.7250258908789806
38,169,2.592838188148664,0.7220372613248378
38,170,2.5904995214657327,0.7136429835907032
38,171,2.5925779447172275,0.7231948458726413
38,172,2.578610407638345,0.7255229884395161
38,173,2.578859812072028,0.7320314321940865
38,174,2.564038123930832,0.7428540017930858
38,175,2.58992765957987,0.7527660847736075
38,176,2.6204414599258903,0.7613898085368209
38,177,2.6124479953413715,0.7903062978588442
38,178,2.581321330794519,0.7798500722847994
38,179,2.5548096182889815,0.7349675097064077
39,-180,2.638417731869208,0.6923677550838887
39,-179,2.625461975726706,0.7190908980486873
39,-178,2.633257086284757,0.7235056715889008
39,-177,2.6467083587255824,0.7287726654815794
39,-176,2.6933799899112554,0.7688982026121042
39,-175,2.755415511500152,0.7948799405876515
39,-174,2.763345477235434,0.7938532959580291
39,-173,2.7379659386013087,0.8049227067261117
39,-172,2.716951542242259,0.7954234240538742
39,-171,2.7125151135725782,0.8084465368252672
39,-170,2.676934571064263,0.7619467529420899
39,-169,2.638481062028076,0.7235458421165368
39,-168,2.6456875627358984,0.7391813129074456
39,-167,2.6322248457016415,0.7110811966166841
39,-166,2.563174408550398,0.6380928755818313
39,-165,2.5734338047938965,0.6393090538375088
39,-164,2.6036859283850786,0.6811216135525152
39,-163,2.5892353363080063,0.7019440397144607
39,-162,2.572047419424062,0.7194573832824561
39,-161,2.54870427384161,0.6912637313439671
39,-160,2.507678919608736,0.6513832395880323
39,-159,2.4413522009768407,0.622561013770253
39,-158,2.445422794737615,0.6132170219252959
39,-157,2.494178926385749,0.6186442983136071
39,-156,2.4765887415241856,0.6142571242533403
39,-155,2.4411195187679553,0.5940770572673681
39,-154,2.445423098088358,0.5758628010666995
39,-153,2.4507343611770063,0.5430634478091227
39,-152,2.4604778414301007,0.5227392020157802
39,-151,2.4757925580435445,0.5032512318750562
39,-150,2.4730145458930095,0.5066622860738178
39,-149,2.5001867270309215,0.5326466258043752
39,-148,2.5069623859612498,0.5051314601412933
39,-147,2.476585174445193,0.4276202613294172
39,-146,2.460715111813065,0.43999384543240505
39,-145,2.5074562194084207,0.5078054451341646
39,-144,2.4971338536868486,0.4918233142564361
39,-143,2.46275730235076,0.42728890950639176
39,-142,2.430373332460856,0.43026414327798473
39,-141,2.4644971139536924,0.43112298019100903
39,-140,2.5206550482682206,0.3830388005741709
39,-139,2.527380180520129,0.3605590379072572
39,-138,2.492910747814306,0.3414319035573887
39,-137,2.470031136747825,0.33019438540808743
39,-136,2.48094569765538,0.36375824044465904
39,-135,2.5064629822866635,0.41672324797981647
39,-134,2.4945595287559845,0.47360867646325994
39,-133,2.439933848082541,0.47681970908468896
39,-132,2.358159411612595,0.3896718953099968
39,-131,2.30511545133124,0.3302617339365486
39,-130,2.264522291197812,0.3021597524741665
39,-129,2.093130177765296,0.2032092114486886
39,-128,1.89737485846461,0.09629406213474409
39,-127,1.7290462479977056,0.1334998632643599
39,-126,1.5613467917530595,0.1527701972415036
39,-125,1.258361263141048,0.13159664265170304
39,-124,0.9400978396017676,0.1921912345673908
39,-123,0.9400978396017676,0.1921912345673908
39,-122,,
39,-121,,
39,-120,,
39,-119,,
39,-118,,
39,-117,,
39,-116,,
39,-115,,
39,-114,,
39,-113,,
39,-112,,
39,-111,,
39,-110,,
39,-109,,
39,-108,,
39,-107,,
39,-106,,
39,-105,,
39,-104,,
39,-103,,
39,-102,,
39,-101,,
39,-100,,
39,-99,,
39,-98,,
39,-97,,
39,-96,,
39,-95,,
39,-94,,
39,-93,,
39,-92,,
39,-91,,
39,-90,,
39,-89,,
39,-88,,
39,-87,,
39,-86,,
39,-85,,
39,-84,,
39,-83,,
39,-82,,
39,-81,,
39,-80,,
39,-79,,
39,-78,,
39,-77,,
39,-76,1.3178666228328533,0.3259909541634967
39,-75,1.3178666228328533,0.3259909541634967
39,-74,1.3265209673001903,0.29053743124853487
39,-73,1.3265209673001903,0.29053743124853487
39,-72,1.4564416234572788,0.2905803517744963
39,-71,1.4920926719427092,0.3197963999265444
39,-70,1.4812071028857678,0.3222025475327026
39,-69,1.549178794756324,0.3360142776478731
39,-68,1.6108027852700493,0.42339586348884806
39,-67,1.5548413851333103,0.43089983723040454
39,-66,1.5010839616496479,0.4135282730807394
39,-65,1.4976758167612982,0.4204411034558293
39,-64,1.4624719093982448,0.3827858828213268
39,-63,1.425226347369242,0.3440635598851268
39,-62,1.416446816688022,0.34407492357383346
39,-61,1.4483020454511848,0.37334889120542814
39,-60,1.4843348926508595,0.38442799933181776
39,-59,1.4968422607938676,0.4038169148946504
39,-58,1.5151508028615108,0.43791638977231967
39,-57,1.5196651348063854,0.45035624562989274
39,-56,1.4734759554250176,0.4045742180201892
39,-55,1.4466153502944055,0.37571601336509663
39,-54,1.4225842118449499,0.3725949895604068
39,-53,1.407732365883438,0.37001943869105425
39,-52,1.4231409583482568,0.3731379829258408
39,-51,1.4639784447005109,0.4139351182952072
39,-50,1.460530902670398,0.4414548033126022
39,-49,1.4713742465052146,0.4663987107649378
39,-48,1.5024678833336127,0.49659821364058726
39,-47,1.50949073456592,0.5136625281300047
39,-46,1.523085223530994,0.528499617008062
39,-45,1.530612394977221,0.5347370719936141
39,-44,1.4912540032161905,0.5209547275988298
39,-43,1.443146890978206,0.49119353262098686
39,-42,1.4223674654810572,0.46765358439216304
39,-41,1.422565804838721,0.4779230312273045
39,-40,1.4564475060139237,0.5114455303498492
39,-39,1.4408494150037248,0.502189558012024
39,-38,1.4310102816573824,0.47785253966052765
39,-37,1.461685483584914,0.47307462779561193
39,-36,1.477535000079264,0.4689062290548831
39,-35,1.4668008686554534,0.47497737693669656
39,-34,1.4568556213376445,0.49160552516402334
39,-33,1.4494888748218324,0.4944045197297561
39,-32,1.4846677050144923,0.5181855289363847
39,-31,1.5144513430857316,0.5404281822122787
39,-30,1.536488769476534,0.5306308026523341
39,-29,1.5453267673837796,0.5187796033401004
39,-28,1.5423732391237188,0.5012242626440978
39,-27,1.5272522617843676,0.5113281354741975
39,-26,1.5265546966340586,0.5489738274204209
39,-25,1.501026449628185,0.5338211965648749
39,-24,1.4971445387237075,0.5306056626179504
39,-23,1.4948728699558556,0.5064442666806521
39,-22,1.5247899444327286,0.49687628381923105
